id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
131,all paid,business,no known savings,'female div/dep/mar',guarantor,'real estate',bank,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,x<1,x<1,'<0',>=7,1
132,existing paid,domestic appliance,'<100',male single,co applicant,no known property,none,rent,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x<1,x<1,no checking,1<=X<4,1
133,critical/other existing credit,'used car',<100,male div/sep,'co applicant',real estate,bank,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x>1,'no checking',4<=X<7,1
134,critical/other existing credit,used car,>=1000,male mar/wid,co applicant,life insurance,none,'for free','unemp/unskilled non res',yes,yes,38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x<1,no checking,'4<=X<7',1
135,delayed previously,'domestic appliance','100<=X<500',male mar/wid,guarantor,'real estate',bank,own,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,2<x<3,x>1,0<=X<200,'1<=X<4',0
136,'delayed previously',retraining,no known savings,male div/sep,guarantor,real estate,none,own,'high qualif/self emp/mgmt',yes,yes,x>55,276<x<4813,x>3,2<x<3,33<x<47,x>3,x<1,0<=X<200,<1,1
137,'all paid',used car,'100<=X<500','male single',none,real estate,bank,rent,unskilled resident,none,yes,38<x<55,276<x<4813,x<1,2<x<3,x>61,x>3,x<1,'no checking',<1,1
138,existing paid,'new car',no known savings,female div/dep/mar,'co applicant',life insurance,none,own,'high qualif/self emp/mgmt',yes,yes,4<x<21,4813<x<9350,2<x<3,1<x<2,19<x<33,1<x<2,x>1,<0,'>=7',0
139,existing paid,repairs,'100<=X<500','male single',co applicant,life insurance,none,own,unemp/unskilled non res,none,no,21<x<38,276<x<4813,x<1,x<1,47<x<61,x>3,x<1,<0,4<=X<7,1
140,delayed previously,business,'500<=X<1000','male div/sep','co applicant',no known property,stores,'for free',skilled,none,yes,x>55,276<x<4813,x>3,1<x<2,33<x<47,2<x<3,x<1,<0,1<=X<4,0
141,'critical/other existing credit',repairs,'<100','male mar/wid',none,'no known property',bank,rent,'unemp/unskilled non res',none,yes,21<x<38,4813<x<9350,x<1,1<x<2,x>61,2<x<3,x<1,>=200,'>=7',1
142,delayed previously,business,'>=1000',male div/sep,'co applicant','no known property',bank,for free,skilled,yes,no,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x>1,0<=X<200,'>=7',0
143,'no credits/all paid',business,'100<=X<500','male mar/wid',none,'no known property',stores,rent,unemp/unskilled non res,none,yes,38<x<55,4813<x<9350,x<1,x<1,47<x<61,x>3,x>1,>=200,'<1',0
144,existing paid,radio/tv,'<100','male mar/wid',guarantor,'life insurance',bank,rent,'unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,2<x<3,x>61,x<1,x>1,>=200,4<=X<7,0
145,critical/other existing credit,business,'no known savings',female div/dep/mar,co applicant,life insurance,stores,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,x>3,33<x<47,x>3,x<1,>=200,>=7,1
146,all paid,furniture/equipment,>=1000,male mar/wid,none,'life insurance',stores,for free,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,x<1,x>3,19<x<33,1<x<2,x>1,0<=X<200,'>=7',1
147,'delayed previously',radio/tv,'500<=X<1000',male single,co applicant,no known property,none,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,x>3,x>1,'0<=X<200','<1',1
148,existing paid,business,'>=1000',male div/sep,none,'life insurance',none,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x>3,2<x<3,33<x<47,x>3,x>1,'>=200',unemployed,0
149,'all paid',repairs,'100<=X<500',male div/sep,co applicant,'no known property',stores,own,skilled,none,no,38<x<55,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,no checking,'1<=X<4',1
150,'all paid',radio/tv,>=1000,'male single',none,'life insurance',bank,rent,'unskilled resident',yes,no,21<x<38,276<x<4813,x<1,x<1,19<x<33,x>3,x>1,'<0',>=7,1
151,'no credits/all paid',business,100<=X<500,male single,co applicant,car,none,for free,'unemp/unskilled non res',yes,no,21<x<38,276<x<4813,x>3,2<x<3,33<x<47,x>3,x>1,<0,'4<=X<7',1
152,'delayed previously','domestic appliance','no known savings',male single,'co applicant',car,bank,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,x>3,x>1,<0,<1,0
153,existing paid,business,'500<=X<1000','male mar/wid',guarantor,'real estate',none,for free,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x<1,'no checking','1<=X<4',1
154,'critical/other existing credit',used car,'500<=X<1000',male single,'co applicant',no known property,none,rent,skilled,none,yes,38<x<55,276<x<4813,2<x<3,1<x<2,19<x<33,x<1,x>1,'<0',4<=X<7,1
155,'existing paid',used car,'<100',male div/sep,none,car,stores,for free,high qualif/self emp/mgmt,yes,no,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x<1,<0,'>=7',1
156,'delayed previously',used car,'100<=X<500','male mar/wid',none,car,stores,own,unskilled resident,none,yes,x>55,276<x<4813,2<x<3,x>3,33<x<47,1<x<2,x>1,<0,unemployed,0
157,existing paid,domestic appliance,>=1000,'male div/sep',none,life insurance,bank,'for free',unskilled resident,none,no,4<x<21,9350<x<13887,x>3,x>3,19<x<33,2<x<3,x<1,'>=200','<1',0
158,'all paid',repairs,'>=1000',male div/sep,none,'real estate',bank,for free,'high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x<1,x>3,33<x<47,1<x<2,x<1,'>=200',>=7,1
159,all paid,used car,'500<=X<1000',male single,guarantor,no known property,bank,'for free','unskilled resident',none,no,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x<1,0<=X<200,4<=X<7,1
160,no credits/all paid,radio/tv,>=1000,female div/dep/mar,none,real estate,stores,rent,skilled,yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x>1,'<0',<1,1
161,'all paid',business,no known savings,'male mar/wid',none,life insurance,stores,own,'unskilled resident',yes,yes,21<x<38,4813<x<9350,2<x<3,2<x<3,47<x<61,1<x<2,x>1,0<=X<200,4<=X<7,1
162,'no credits/all paid',business,'<100',female div/dep/mar,'co applicant',car,stores,own,unskilled resident,none,no,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,x>3,x<1,0<=X<200,'4<=X<7',0
163,'all paid',retraining,<100,'male mar/wid','co applicant',real estate,bank,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,x>3,x>3,33<x<47,x<1,x<1,'<0',>=7,1
164,all paid,new car,500<=X<1000,male div/sep,guarantor,'life insurance',none,rent,'unskilled resident',none,yes,38<x<55,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x<1,0<=X<200,'4<=X<7',1
165,'no credits/all paid','used car',>=1000,'female div/dep/mar','co applicant','no known property',bank,'for free','unskilled resident',none,no,x<4,276<x<4813,1<x<2,x<1,33<x<47,x<1,x<1,'no checking',1<=X<4,1
166,critical/other existing credit,business,100<=X<500,'male single',guarantor,car,none,rent,unskilled resident,none,no,38<x<55,276<x<4813,1<x<2,x>3,47<x<61,1<x<2,x>1,no checking,<1,0
167,'no credits/all paid',retraining,>=1000,female div/dep/mar,none,no known property,none,'for free',high qualif/self emp/mgmt,yes,no,4<x<21,276<x<4813,x<1,x<1,47<x<61,x>3,x>1,0<=X<200,'4<=X<7',1
168,'all paid','domestic appliance','>=1000','male div/sep',guarantor,'real estate',stores,rent,'unskilled resident',none,no,4<x<21,276<x<4813,2<x<3,x<1,x>61,x>3,x>1,no checking,4<=X<7,1
169,'no credits/all paid',new car,'>=1000',male single,none,'life insurance',stores,for free,unskilled resident,yes,yes,4<x<21,4813<x<9350,x>3,x>3,19<x<33,1<x<2,x<1,<0,>=7,1
170,'critical/other existing credit','used car',100<=X<500,'male mar/wid',guarantor,life insurance,stores,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,x<1,x<1,<0,<1,1
171,delayed previously,radio/tv,no known savings,'male mar/wid',guarantor,'no known property',stores,rent,'high qualif/self emp/mgmt',none,no,38<x<55,4813<x<9350,2<x<3,x>3,19<x<33,1<x<2,x<1,'>=200',<1,0
172,all paid,domestic appliance,>=1000,'male single',none,no known property,bank,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,x>3,47<x<61,x<1,x<1,'<0',<1,1
173,'all paid',new car,500<=X<1000,male mar/wid,'co applicant','life insurance',bank,rent,'unskilled resident',none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,x>3,x<1,'no checking','>=7',1
174,critical/other existing credit,'domestic appliance',500<=X<1000,'male div/sep',none,real estate,none,rent,skilled,yes,yes,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,1<x<2,x>1,no checking,>=7,1
175,'no credits/all paid','domestic appliance','no known savings',male div/sep,co applicant,real estate,stores,'for free',unskilled resident,none,no,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,x>3,x>1,'<0',1<=X<4,0
176,'delayed previously','used car',>=1000,'male div/sep',guarantor,life insurance,none,rent,skilled,none,no,21<x<38,276<x<4813,2<x<3,x<1,47<x<61,x>3,x<1,'no checking',<1,1
177,'delayed previously',new car,'>=1000','female div/dep/mar','co applicant',car,stores,for free,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,x<1,x<1,'<0','4<=X<7',1
178,no credits/all paid,retraining,<100,male div/sep,none,'no known property',none,rent,unskilled resident,none,no,21<x<38,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x<1,'<0',1<=X<4,1
179,no credits/all paid,other,'<100','female div/dep/mar',none,life insurance,stores,for free,'unskilled resident',none,yes,4<x<21,4813<x<9350,x<1,2<x<3,x>61,x<1,x>1,no checking,'>=7',1
180,'existing paid',other,<100,male mar/wid,none,no known property,stores,'for free',unemp/unskilled non res,yes,no,4<x<21,x>13887,1<x<2,2<x<3,47<x<61,x>3,x<1,0<=X<200,>=7,1
181,'existing paid',new car,'no known savings',female div/dep/mar,none,'real estate',stores,'for free',unskilled resident,yes,no,4<x<21,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,'no checking',>=7,1
182,critical/other existing credit,'domestic appliance',100<=X<500,female div/dep/mar,none,'life insurance',bank,for free,unskilled resident,yes,no,4<x<21,276<x<4813,x<1,x<1,33<x<47,1<x<2,x>1,>=200,'4<=X<7',1
183,delayed previously,domestic appliance,no known savings,female div/dep/mar,'co applicant',real estate,bank,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,2<x<3,x>1,0<=X<200,>=7,1
184,all paid,used car,'>=1000',female div/dep/mar,guarantor,'life insurance',bank,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,2<x<3,x>1,'>=200','>=7',1
185,all paid,other,'<100',male single,'co applicant',no known property,bank,rent,unskilled resident,yes,yes,38<x<55,4813<x<9350,2<x<3,2<x<3,19<x<33,1<x<2,x<1,<0,1<=X<4,0
186,'critical/other existing credit',furniture/equipment,'no known savings',male single,'co applicant',real estate,none,rent,'high qualif/self emp/mgmt',yes,no,4<x<21,9350<x<13887,x<1,x>3,x>61,1<x<2,x>1,'0<=X<200','4<=X<7',1
187,critical/other existing credit,'used car',<100,'female div/dep/mar',guarantor,'no known property',none,'for free','high qualif/self emp/mgmt',yes,no,x<4,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x>1,>=200,unemployed,0
188,no credits/all paid,domestic appliance,100<=X<500,male div/sep,co applicant,life insurance,stores,own,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,x>3,1<x<2,x>61,x>3,x>1,'<0','1<=X<4',0
189,'critical/other existing credit',business,'500<=X<1000','male mar/wid',guarantor,life insurance,stores,for free,skilled,none,yes,21<x<38,276<x<4813,x<1,x<1,x>61,x<1,x>1,<0,1<=X<4,1
190,delayed previously,used car,'500<=X<1000',male mar/wid,'co applicant','no known property',bank,for free,unemp/unskilled non res,yes,no,4<x<21,4813<x<9350,2<x<3,2<x<3,33<x<47,1<x<2,x>1,'0<=X<200',>=7,1
191,all paid,furniture/equipment,'500<=X<1000',male div/sep,co applicant,'life insurance',none,own,unskilled resident,yes,yes,x>55,276<x<4813,x<1,x<1,x<19,x<1,x<1,<0,>=7,1
192,'no credits/all paid','new car','<100','male single',none,car,bank,rent,'high qualif/self emp/mgmt',yes,yes,21<x<38,4813<x<9350,x<1,1<x<2,19<x<33,x<1,x<1,>=200,1<=X<4,0
193,all paid,new car,'500<=X<1000',male div/sep,co applicant,car,none,own,high qualif/self emp/mgmt,none,no,38<x<55,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,'0<=X<200',<1,0
194,no credits/all paid,business,>=1000,'male single',guarantor,life insurance,bank,rent,'high qualif/self emp/mgmt',none,no,38<x<55,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x>1,no checking,1<=X<4,0
195,'existing paid',new car,'500<=X<1000','male div/sep',co applicant,no known property,none,rent,unskilled resident,yes,no,4<x<21,276<x<4813,x<1,2<x<3,47<x<61,x<1,x>1,'<0',>=7,1
196,critical/other existing credit,'new car','500<=X<1000',male single,none,life insurance,stores,'for free',unemp/unskilled non res,yes,no,x<4,276<x<4813,x<1,x>3,47<x<61,2<x<3,x>1,'0<=X<200','4<=X<7',1
197,'all paid',retraining,'500<=X<1000',male single,guarantor,'life insurance',bank,own,'high qualif/self emp/mgmt',yes,yes,38<x<55,276<x<4813,x<1,x>3,19<x<33,2<x<3,x<1,0<=X<200,<1,1
198,'critical/other existing credit',used car,'<100',male single,none,real estate,stores,own,'unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,1<x<2,x>61,x>3,x>1,'0<=X<200',<1,1
199,'existing paid','domestic appliance','>=1000','male div/sep',guarantor,'real estate',bank,'for free',skilled,yes,no,x>55,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x<1,'>=200','<1',0
200,existing paid,'new car','<100',male single,'co applicant','life insurance',bank,rent,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x>3,x>1,>=200,>=7,0
201,no credits/all paid,business,'500<=X<1000','male mar/wid','co applicant',car,none,own,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x>1,<0,4<=X<7,0
202,delayed previously,radio/tv,'<100',male mar/wid,co applicant,real estate,stores,rent,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x>1,'>=200',unemployed,0
203,'delayed previously',education,'500<=X<1000','female div/dep/mar',co applicant,'no known property',none,for free,'high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,<0,4<=X<7,0
204,'existing paid',business,100<=X<500,female div/dep/mar,guarantor,real estate,none,for free,'unemp/unskilled non res',none,yes,38<x<55,4813<x<9350,x<1,x>3,x>61,1<x<2,x<1,<0,'4<=X<7',1
205,'delayed previously',retraining,'100<=X<500','male single',co applicant,'life insurance',bank,for free,unskilled resident,none,yes,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'0<=X<200','<1',0
206,existing paid,retraining,'>=1000','male mar/wid','co applicant',no known property,stores,'for free','unemp/unskilled non res',none,yes,21<x<38,276<x<4813,x<1,2<x<3,x>61,x>3,x>1,'>=200','1<=X<4',0
207,no credits/all paid,domestic appliance,'<100','male single',co applicant,'no known property',stores,'for free','high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,'no checking',1<=X<4,0
208,critical/other existing credit,other,<100,female div/dep/mar,none,'no known property',bank,for free,skilled,none,no,4<x<21,4813<x<9350,2<x<3,2<x<3,47<x<61,1<x<2,x>1,no checking,'>=7',1
209,no credits/all paid,new car,'100<=X<500','male mar/wid',co applicant,real estate,none,for free,unemp/unskilled non res,yes,no,21<x<38,276<x<4813,2<x<3,x<1,47<x<61,x<1,x<1,'<0',4<=X<7,1
210,'no credits/all paid',new car,'100<=X<500','male div/sep','co applicant',life insurance,bank,for free,'unskilled resident',none,yes,x<4,4813<x<9350,x>3,2<x<3,33<x<47,x<1,x<1,'0<=X<200',1<=X<4,0
211,'delayed previously',business,'500<=X<1000','female div/dep/mar',guarantor,'life insurance',none,for free,unemp/unskilled non res,yes,no,21<x<38,276<x<4813,x>3,2<x<3,19<x<33,x<1,x>1,>=200,'>=7',0
212,all paid,radio/tv,'>=1000','male div/sep',guarantor,car,none,for free,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x>1,>=200,'<1',0
213,critical/other existing credit,education,'no known savings','male div/sep',guarantor,car,stores,'for free',high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,x>3,47<x<61,x<1,x<1,'>=200','<1',0
214,delayed previously,radio/tv,>=1000,'male div/sep','co applicant',car,stores,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,2<x<3,x>3,47<x<61,2<x<3,x>1,'0<=X<200','4<=X<7',1
215,no credits/all paid,furniture/equipment,>=1000,female div/dep/mar,co applicant,no known property,bank,own,'unemp/unskilled non res',none,no,x<4,4813<x<9350,x<1,x>3,19<x<33,x>3,x>1,<0,'1<=X<4',0
216,delayed previously,retraining,<100,'male mar/wid',co applicant,real estate,none,for free,high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,1<x<2,2<x<3,x>61,x<1,x<1,'>=200','>=7',1
217,delayed previously,radio/tv,no known savings,male single,guarantor,'real estate',stores,own,'unemp/unskilled non res',none,no,4<x<21,x>13887,2<x<3,1<x<2,19<x<33,2<x<3,x>1,no checking,<1,0
218,delayed previously,retraining,100<=X<500,male single,guarantor,life insurance,bank,'for free',unskilled resident,none,no,4<x<21,x>13887,x>3,x>3,33<x<47,1<x<2,x<1,<0,'1<=X<4',0
219,delayed previously,used car,no known savings,'male div/sep',co applicant,no known property,bank,for free,high qualif/self emp/mgmt,yes,no,4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,'>=200',1<=X<4,1
220,delayed previously,education,'>=1000','male single',none,'real estate',bank,'for free',high qualif/self emp/mgmt,yes,no,4<x<21,276<x<4813,x>3,x>3,x>61,2<x<3,x<1,>=200,'>=7',1
221,'delayed previously',domestic appliance,'no known savings',male mar/wid,'co applicant','no known property',none,'for free','unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,2<x<3,x>1,0<=X<200,<1,0
222,all paid,'new car','<100','male div/sep',guarantor,real estate,stores,'for free',unskilled resident,none,no,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,2<x<3,x<1,'<0',unemployed,1
223,existing paid,business,<100,female div/dep/mar,guarantor,'no known property',bank,for free,high qualif/self emp/mgmt,none,yes,4<x<21,x<276,x>3,x>3,19<x<33,1<x<2,x>1,'<0','4<=X<7',0
224,all paid,other,'500<=X<1000','male div/sep','co applicant',real estate,none,for free,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x<1,x<1,47<x<61,2<x<3,x>1,0<=X<200,unemployed,1
225,'no credits/all paid',radio/tv,100<=X<500,'female div/dep/mar','co applicant',real estate,stores,own,high qualif/self emp/mgmt,none,yes,38<x<55,276<x<4813,x>3,1<x<2,47<x<61,2<x<3,x<1,'0<=X<200','>=7',1
226,'no credits/all paid','used car',500<=X<1000,male single,none,life insurance,stores,for free,'unskilled resident',yes,no,38<x<55,276<x<4813,x>3,x>3,33<x<47,2<x<3,x<1,0<=X<200,>=7,1
227,no credits/all paid,new car,<100,'female div/dep/mar',co applicant,'life insurance',bank,rent,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,x<1,x<1,33<x<47,x>3,x<1,'<0','1<=X<4',1
228,'no credits/all paid',other,'<100','male mar/wid','co applicant',real estate,none,own,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,x<1,x<1,'0<=X<200','1<=X<4',1
229,all paid,business,<100,male mar/wid,guarantor,'real estate',none,'for free',high qualif/self emp/mgmt,none,yes,38<x<55,x>13887,2<x<3,x<1,47<x<61,x>3,x<1,no checking,'<1',0
230,existing paid,'domestic appliance',no known savings,'female div/dep/mar','co applicant',no known property,none,'for free',unemp/unskilled non res,yes,no,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,1<x<2,x>1,0<=X<200,'1<=X<4',0
231,critical/other existing credit,furniture/equipment,'<100','male div/sep',guarantor,life insurance,none,own,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x>1,'<0','4<=X<7',1
232,all paid,business,100<=X<500,'male mar/wid',co applicant,real estate,none,'for free',unskilled resident,yes,yes,4<x<21,9350<x<13887,1<x<2,x>3,19<x<33,x<1,x>1,'0<=X<200',1<=X<4,0
233,'all paid',used car,500<=X<1000,'female div/dep/mar',none,no known property,stores,'for free',unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,1<x<2,2<x<3,33<x<47,1<x<2,x<1,0<=X<200,'4<=X<7',1
234,no credits/all paid,'new car',>=1000,male div/sep,guarantor,'life insurance',bank,'for free','unemp/unskilled non res',yes,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,2<x<3,x<1,<0,>=7,1
